isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
3811,Class,E,Collection of non-hazardous waste,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
3812,Class,E,Collection of hazardous waste,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
382,Group,E,Waste treatment and disposal,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
3821,Class,E,Treatment and disposal of non-hazardous waste,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
3822,Class,E,Treatment and disposal of hazardous waste,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
383,Group,E,Materials and other waste recovery,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
3830,Class,E,Materials and other waste recovery,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
39,Division,E,Remediation and other waste management service activities,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
390,Group,E,Remediation and other waste management service activities,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
3900,Class,E,Remediation and other waste management service activities,Medium,2,"Waste, scrap, recycling and recoverable materials","Cash purchases, commodity resale, environmental crime and informal supplier networks.",Standard CDD plus targeted enhanced checks,"Supplier/customer checks, permits, transaction monitoring, and review of unusual cash/commodity flows.",MH04,\b(waste|scrap|recycling|recoverable materials|remediation|sewerage|hazardous waste|solid waste|materials recovery)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
F,Section,F,Construction,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
41,Division,F,Construction of residential and non-residential buildings,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
410,Group,F,Construction of residential and non-residential buildings,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4100,Class,F,Construction of residential and non-residential buildings,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
42,Division,F,Civil engineering,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
421,Group,F,Construction of roads and railways,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4210,Class,F,Construction of roads and railways,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
422,Group,F,Construction of utility projects,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4220,Class,F,Construction of utility projects,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
429,Group,F,Construction of other civil engineering projects,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4290,Class,F,Construction of other civil engineering projects,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
43,Division,F,Specialized construction activities,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
431,Group,F,Demolition and site preparation,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4311,Class,F,Demolition,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4312,Class,F,Site preparation,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
432,Group,F,"Electrical, plumbing and other construction installation activities",Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4321,Class,F,Electrical installation,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4322,Class,F,"Plumbing, heat and air-conditioning installation",Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4329,Class,F,Other construction installation,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
433,Group,F,Building completion and finishing,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4330,Class,F,Building completion and finishing,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
434,Group,F,Intermediation service activities for specialized construction services,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4340,Class,F,Intermediation service activities for specialized construction services,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
439,Group,F,Other specialized construction activities,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4390,Class,F,Other specialized construction activities,Medium,2,Construction,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
G,Section,G,Wholesale and retail trade,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
46,Division,G,Wholesale trade,Medium,2,"Trade, logistics and TBML exposure","Trade-based ML, sanctions, dual-use goods, and cross-border counterparties.",Standard CDD plus targeted enhanced checks,"Additional trade due diligence, country/counterparty screening, invoice and shipping document review for risk-based samples.",MH01,\b(freight|forwarding|customs broker|shipping|port|warehousing|storage|courier|postal|air transportation|water transportation|truck transportation|rail transportation|pipeline|logistics|wholesale trade|merchant wholesaler|import|export)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
461,Group,G,Wholesale on a fee or contract basis,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4610,Class,G,Wholesale on a fee or contract basis,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
462,Group,G,Wholesale of agricultural raw materials and live animals,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4620,Class,G,Wholesale of agricultural raw materials and live animals,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
463,Group,G,"Wholesale of food, beverages and tobacco",Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4630,Class,G,"Wholesale of food, beverages and tobacco",Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
464,Group,G,Wholesale of household goods,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4641,Class,G,"Wholesale of textiles, clothing and footwear",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4642,Class,G,"Wholesale of household, office and shop furniture, carpets and lighting equipment",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4649,Class,G,Wholesale of other household goods,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
465,Group,G,"Wholesale of machinery, equipment and supplies",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4651,Class,G,"Wholesale of computers, computer peripheral equipment and software",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4652,Class,G,Wholesale of electronic and telecommunications equipment and parts,Medium,2,"Telecom, digital platforms, IT infrastructure","Cross-border digital services, online payments, platform misuse and potential virtual-asset adjacency.",Standard CDD plus targeted enhanced checks,"Standard CDD plus assessment of payment flows, user base, jurisdictions, and whether virtual assets/payment services are involved.",MH06,\b(telecommunications|data processing|hosting|internet service|software publisher|computer systems design|computing infrastructure|web search portals|electronic shopping|marketplaces|platforms)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4653,Class,G,"Wholesale of agricultural machinery, equipment and supplies",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4659,Class,G,Wholesale of other machinery and equipment,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
466,Group,G,"Wholesale of motor vehicles, motorcycles and related parts and accessories",Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
4661,Class,G,Wholesale of motor vehicles,Medium,2,Wholesale / retail trade,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
