rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
514915,Ink & Printing Materials Trading,"Includes reselling printing inks either powdered, paste or as liquid, in addition to inject cartridges used in fax machines, photo copiers and computer printers.",Commercial,Chemicals trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514915 → ISIC 51 (Division)
242206,Ink and Printing Materials Manufacturing,"Includes manufacturing printing inks either being in powder, paste or as liquid, in addition to inject cartridges used in fax machines, photo copiers and computer printers.",Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 242206 → ISIC 242 (Group)
1549-25,Instant Coffee Preparation,"Includes preparing, mixing and packaging of instant coffee, coffee creamers and mixes there off in well sealed packs, bags or jars.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1549-25 → ISIC 15 (Division)
154925,Instant Coffee Preparation,"Includes preparing, mixing and packaging of instant coffee, coffee creamers and mixes there off in well sealed packs, bags or jars.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 154925 → ISIC 15 (Division)
1549-26,Instant Tea Preparation,"Includes preparing, mixing and packaging of instant tea, tea creamers and mixes there off in well sealed packs, bags or jars.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1549-26 → ISIC 15 (Division)
514919,Insulation & Protection Materials Trading,"Includes reselling of insulators and requisites used as humidity proof, water sealants, sun or generated heat proof, acoustic enclosures, vibration isolators, anti radiators, electric and magnetic insulation, metal and wood protectors of rust, corrosions, humidity and heat, as well as any material used in constructions, machinery, furnaces, vehicles marine equipment ...etc.",Commercial,Chemicals trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514919 → ISIC 51 (Division)
242204,Insulation Materials Manufacturing,"Includes manufacturing insulation materials from environment friendly minerals or otherwise to use for humidifying, waterproofing, heat proofing, whether from the sun or man generated, including anti-acoustics, anti- vibration and anti- radiant materials in buildings, plants, furnaces…etc.",Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 242204 → ISIC 242 (Group)
6720-02,Insurance Agent,"Includes firms which represent one or more insurance company/companies in dealing with the insured parties, policy buyers and insurance brokers. An establishment of that kind works for the account of the insurance company under a special contract. It represents the insurance company on the local level and is authorized to carry out business assigned to it, provided that all its acts and activities are approved by the company. It receives its remunerations from the company and not from the insured parties.",Service,Insurance,651,Insurance,Group,High,3,Financial / insurance,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC 651
6720-04,Insurance Consultancies,"Includes insurance consultants who specialize in assisting business and individuals in assessing their insurance needs and creating an insurance plan that will meet those needs, including selecting the right insurance coverage, scientific evaluation of risks, finding the solutions that meet such risks",Service,Insurance,651,Insurance,Group,High,3,Financial / insurance,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC 651
RAKEZ /2017/01,Insurance Services,Insurance Services,Service,Insurance,651,Insurance,Group,High,3,Financial / insurance,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC 651
809028,insurance training,"Includes organizing speaialized training programs to promote the participants’ knowledge and skills in insurance domain, in cooperation with regional and international institutes, a certificate of participation is granted at the end of the course. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809028 → ISIC 80 (Division)
7411-06,Intellectual Property Registration Agent,"Includes offices specialized in preparing documents, completing legal and technical requirements and formalities to register intellectual property, which is manifested in artistic forms, with the competent bodies and obtaining the due certificates.",Service,Legal services,741,Specialized design activities,Group,High,3,Professional / technical services,Enhanced Due Diligence (EDD),H03; H05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 7411-06 → ISIC 741 (Group)
100030,Interactive Services Interactive,,Service,s Media New Media,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100030 → ISIC 10 (Division)
742110,Interior Design Engineering Consultancy,"Includes specialized firms which prepare landscaping drawings and designs for residential buildings, hotels, offices... etc., this includes choosing the right materials, colours, fixtures and lighting in addition to supervising the execution according to the designs set forth. It also involves firms specialized in drawing up detailed graphics and designs to stands and fixtures used in exhibitions.",Service,Consultancy -B- Engineering,742,Photographic activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 742110 → ISIC 742 (Group)
269510,Interlock Tiles Manufacturing,"Includes manufacturing interlock tiles from sand and cement to be laid together to make up the block paved surface and can easily be lifted up and then replaced to allow for beneath maintenance, it is used for paving road surfacing, driveways, petrol stations, parks.",Industrial,Block and building stones industry,26,"Manufacture of computer, electronic and optical products",Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 269510 → ISIC 26 (Division)
801004,Intermediate School,"Includes the type of institution attended by children from around the age of eleven until the age of fifteen, this stage lies between the primary and secondary education, the instruction is designed to give students basic education in reading, writing and mathematics along with natural and social sciences.",Educational,Schools / Early Learning Centre,801,Investigation and security activities,Group,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 801004 → ISIC 801 (Group)
6304-07,International Airline Representative Office,Includes office established by an international airline which has regular flights to conduct marketing and other non-transactional operations.,Service,"Transport, shipping and storage",63,"Computing infrastructure, data processing, hosting, and other information service activities",Division,Medium,2,Telecom / IT / digital services,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6304-07 → ISIC 63 (Division)
721004,Internet Consultancy,"Includes firms specialized in drawing up the strategies of using the internet technology in the commercial entities, as well as impose laying out the techniques of the practical application.",Service,Not Grouped,7210,Research and experimental development on natural sciences and engineering,Class,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 721004 → ISIC 7210 (Class)
722904,Internet Content Provider,Includes firms specialized in providing the internet sites with contents and make them available for users.,Service,"Consultancy -D- management, information and marketing",722,Research and experimental development on social sciences and humanities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 722904 → ISIC 722 (Group)
RAKEZ /2017/44,Internet Marketing Professional Individual Works,,Individual / Professional,Sales & Marketing,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
803005,Internet University A university which use the internet technology to teach,"scientific curriculum looking for qualifying human resources in different professional specializations, studying may take place in regular classes or through the net.",Educational,Higher Education Provider,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 803005 → ISIC 80 (Division)
6599-01,Investment in Commercial Enterprises & Management,"Includes firms and holding companies formed in order to invest their funds through the establishment of subsidiary firms which carry out various commercial activities, as well as transport, contracting and financing activities, besides other investments or shareholdings in commercial enterprises. This also includes the management of such subsidiary companies and the organization of their affairs.",Commercial,Investment,65,"Insurance, reinsurance and pension funding, except compulsory social security",Division,High,3,Financial / insurance,Enhanced Due Diligence (EDD),H02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6599-01 → ISIC 65 (Division)
6599-02,Investment in Industrial Enterprises & Management,"Includes firms and holding companies formed in order to invest their funds through the establishment of subsidiary firms which carry out various industrial, extraction or converting activities, or by the investment of their funds through the shareholding in such projects. This also includes the management of such subsidiary companies and the organization of their affairs.",Commercial,Investment,65,"Insurance, reinsurance and pension funding, except compulsory social security",Division,High,3,Financial / insurance,Enhanced Due Diligence (EDD),H02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6599-02 → ISIC 65 (Division)
6599-17,Investment in Tourist Enterprises & Management,"Includes firms and holding companies formed in order to invest their funds through setting up subsidiaries to invest in tourist facilities that aim at enhancing Dubai as tourist attraction, it also involves managing and organizing such subsidiaries.",Commercial,Investment,65,"Insurance, reinsurance and pension funding, except compulsory social security",Division,High,3,Financial / insurance,Enhanced Due Diligence (EDD),H02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6599-17 → ISIC 65 (Division)
100098,IP Streaming/Internet Radio,IP Streaming/Internet Radio,Media,Broadcasting Radio,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100098 → ISIC 10 (Division)
100092,IP Streaming/Internet TV,IP Streaming/Internet TV,Media,Broadcasting TV,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100092 → ISIC 10 (Division)
289101,Iron & Steel Rolling,Includes the hot or cold forming of iron and steel by passing through a pair of rolls in order to shaping and deforming.,Industrial,Casting of steel and iron,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289101 → ISIC 28 (Division)
271001,Iron & Steel Smelter,"Includes smelting iron primary ores or iron scrap to produce various types of iron and steel blocks, cylinders or ingots, in such a way that they can reproduce various iron products by means of traction, rolling or remelting and molding.",Industrial,Casting of steel and iron,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Class,Medium,2,Manufacturing,Standard CDD + monitoring,MH04,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 271001 → ISIC 2710 (Class)
289302,Iron Mongry Manufacturing,"Includes manufacturing vertical or horizontal turning knobs and screw hinges, door and window locks, and others metallic requisites made of copper, aluminum, steel or others.",Industrial,Structural steel manufacturing,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289302 → ISIC 28 (Division)
514320,Ironmongery Trading,"Includes reselling of steel and copper ironmongery door and window knobs, fixed locks and keys, door joints, and door closing requisites.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514320 → ISIC 51 (Division)
515957,Irrigation Equipment & Requisites Trading,"Includes reselling equipment and accessories used in the artificial application of water to the land or soil where the natural rainfall was insufficient to support crops, it involves pivots for overhead irrigation, pumps, sprinklers, drippers, control and automation equipment.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515957 → ISIC 51 (Division)
724001,IT Infrastructure,"Includes firms specialized in laying the technical foundations of the information technology, which comprises the network, the systems and the data bases. It also involves firms engaged in preparing the consultative studies alongwith the installations of the network and the systems, manpower training is also included.",Service,"Consultancy -D- management, information and marketing",72,Scientific research and development,Division,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 724001 → ISIC 72 (Division)
181012,Jackets & Overcoats Manufacturing,Includes manufacturing jackets and overcoats intended to be worn as fashion or as a winter dress.,Industrial,Manufacturing of garments and rugs,181,Printing and service activities related to printing,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 181012 → ISIC 181 (Group)
1513-08,Jam Manufacturing,Includes processing jam from perishable fruits in order to preserve and long-term storage.,Industrial,Food industries,151,"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",Group,Medium,2,Manufacturing,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1513-08 → ISIC 151 (Group)
504004,Jet Ski Trading,Includes reselling personal watercraft used water recreational activities and sport.,Commercial,Trading in motor vehicles and motorcysles,50,Water transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 504004 → ISIC 50 (Division)
749948,Jewellery Designing,"Includes designing the models of gold and precious metals jewellery prior to mechanical or manual production, involving pre-manufacturing drawings, setting technical specifications, materials and production costs calculation, testing to ensure compliance of materials with safety and quality standards.",Service,Goldsmith & gold repairing,7499,"All other professional, scientific and technical activities n.e.c.",Class,High,3,Professional / technical services,Enhanced Due Diligence (EDD),H04,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 749948 → ISIC 7499 (Class)
513928,Jewellery Trading,"Includes reselling adornment jewellery such as brooches, earnings, necklaces, bracelets, rings, which are made of gold, platinum, palladium, titanium, silver and gemstones.",Commercial,Jewellery trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H04,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513928 → ISIC 51 (Division)
RAKEZ /2017/39,"Jewelry design, jewelry, precious Professional Individual Works",,Individual / Professional,"Other professional, scientific and technical activities",N,"Professional, scientific and technical activities",Section,High,3,Professional / technical services,Enhanced Due Diligence (EDD),H04,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
9241-48,Jiu Jitsu club,"Includes sport clubs which accommodate sport facilities for exercising the martial art Jiu Jitsu which is based on manipulating the opponent’s force against himself rather than confronting it with one’s own force, it involves optimizing practitioners’ performance and qualify for regional and international sport excellence.",Service,Sport Club,92,Gambling and betting activities,Division,High,3,Gambling / betting / casino,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 9241-48 → ISIC 92 (Division)
5520-05,Juice & Soft Drinks Preparing,Includes shops that provide fruits juices for immediate consumption.,Commercial,Foodstuff trading,5520,Other short term accommodation activities,Class,Medium,2,Accommodation / food services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5520-05 → ISIC 5520 (Class)
5122-25,Juice Trading,"Includes reselling of all vegetable & fruit juices, whether liquid, dried or condensed.",Commercial,Foodstuff trading,512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5122-25 → ISIC 512 (Group)
1549-13,"Juice, Ice Cream & Dry Mixes Processing","Includes producing dry mixtures composed of natural and synthetic ingredients for processing juices and ice cream, mixing and packaging is made on the specifications of the consumers, beverages producers, dealers, restaurants... etc. This activity does not include the production for final consumption.",Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1549-13 → ISIC 15 (Division)
269505,Kerb Stones Manufacturing,Includes constructing Concrete Kerbs using slip form casting machine to use separate the road from the roadside.,Industrial,Block and building stones industry,26,"Manufacture of computer, electronic and optical products",Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 269505 → ISIC 26 (Division)
515971,Kids Rides & Games Trading,"Includes reselling in-door children rides and games, as well as those installed in public parks and gardens for children entertainmen, including swings, slides, house and aircraft models, whether made of solid and safe materials or of inflatable objects.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515971 → ISIC 51 (Division)
801002,Kindergarten,"Includes specialized firms which act as preschool educational institutions as well as being a transition from home to school, it involves adopting edutainment concepts, learn children how to communicate, play and interact with each other, help children to adjust with the condition of being away from their parents.",Educational,Schools / Early Learning Centre,801,Investigation and security activities,Group,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 801002 → ISIC 801 (Group)
293005,Kitchen Appliances Manufacturing,"Includes manufacturing household’s kitchen electric appliances such as, blenders, toasters, food warmers, can openers, knives sharpeners, water boilers, juice extractors, kneaders, coffee and grains grinders, meat mincers and food processors.",Industrial,Appliances and machinery manufacturing,2930,Manufacture of parts and accessories for motor vehicles,Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 293005 → ISIC 2930 (Class)
361002,Kitchen Cabinets & Fixtures Manufacturing,Includes manufacturing the cabinets and fixtures of wood with metal fittings incorporated into them in order to install in kitchens for storage of cooking equipment and kitchen appliances.,Industrial,"Manufacturing of wood, wood products and Furniture",36,"Water collection, treatment and supply",Division,Medium,2,Water / waste / remediation,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 361002 → ISIC 36 (Division)
749506,Labeling Labeling Services,"Includes firms engaged in relabeling in Arabic and English the goods and products which were imported with labels in other languages, it involves submitting such labels to the concerned authorities prior to re-sticking on these goods and products",Industrial,Packing services,749,"Other professional, scientific and technical activities n.e.c.",Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 749506 → ISIC 749 (Group)
5149-40,Laboratories Chemicals Trading,"Includes reselling of solutions and chemicals for scientific experiments and research, laboratory analysis, including organic and non- organic acids, alkaline, alcohol, salts, compounds elements, rocks, metals and other solid or liquid chemicals.",Commercial,Chemicals trading 9499002 Ladies Club Ladies Club Service Separate professional activities,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5149-40 → ISIC 51 (Division)
519010,Laboratories Tools & Requisites Trading,"Includes reselling laboratory requisites for scientific and medical testing and analysis, including glassware, instruments, apparatuses other than chemical solutions and equipment.",Commercial,Medicines trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 519010 → ISIC 51 (Division)
242307,Laboratory Diagnostics Reagents Manufacturing,"Includes preparing lab reagents, solutions or solid like enzymes, clinical chemistry,strains or pregnency test strips respectively, these materials are used to diagnose diseases through blood inside labs or urine in labs or homes, reagents are prepared according to approved protocols and subject to approval by authorised medical authorities.",Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 242307 → ISIC 242 (Group)
171104,Lace & Band Crochet Manufacturing,"Includes the process of weaving lace from natural and artificial yarns and fibers. It also includes the manufacture of other similar woven products such as crochet, brocades, woven belts, as well as ready made garment requisites such as cards, labels, brands, tapestry and others.",Industrial,Textiles & products manufacturing,17,Manufacture of paper and paper products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 171104 → ISIC 17 (Division)
181005,Ladies’ Garments Manufacturing,"Includes the manufacture of ladies’ shirts and trousers, party and evening dresses, maternity clothes, wedding dresses, night and in-house wear, beach and bath wear, scarves and others.",Industrial,Manufacturing of garments and rugs,181,Printing and service activities related to printing,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 181005 → ISIC 181 (Group)
513112,Ladies’ Garments Trading,"Includes reselling ladies’ shirts and trousers, party and evening dresses, maternity clothes, wedding dresses, night and in-house wear, beach and bath wear, scarves and others.",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513112 → ISIC 51 (Division)
181006,Ladies’ Underwears Manufacturing,"Includes manufacturing women undergarments made of woven, knitted or crocheted fabric to be worn under other clothes, whether over or below the waist.",Industrial,Manufacturing of garments and rugs,181,Printing and service activities related to printing,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 181006 → ISIC 181 (Group)
315002,Lamp Base & Accessories Manufacturing,"Includes manufacturing lamp bases of ceramic, metal, glass or plastic, which make an electrical connection in the socket of a light fixtures.",Industrial,Appliances and machinery manufacturing,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 315002 → ISIC 31 (Division)
RAKEZ /2017/48,Landscape Design Professional Individual Works,,Individual / Professional,Others fields,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
742111,Landscaping Engineering Consultancy,"Includes firms specialized in drawing up designs, plans and specifications for beautification and organization of parks, lands and gardens and harmonizing beauties of the same with the neighboring buildings and natural scenes.",Service,Consultancy -A- Agriculture and Soil,742,Photographic activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 742111 → ISIC 742 (Group)
100014,Language Interpretation Language Interpretation Media,,Media,Support Services,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100014 → ISIC 10 (Division)
809059,Language Training,"Includes institutions primarily engaged in offering language instruction, including sign language and cultural awareness. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809059 → ISIC 80 (Division)
515998,Laser & Fireworks Show Equipment Trading,"Includes reselling laser and fireworks show products such as, digital light processors, screens and projectors, high powered lighting units, video devices, loudspeaker systems, these firms are not allowed to deal in fireworks materials.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515998 → ISIC 51 (Division)
289919,Lathe Workshop,Includes workshops with lathes designed to machine metals.,Industrial,Steel workshop,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289919 → ISIC 28 (Division)
515936,Laundry & Dry Cleaning Equipment Trading,"Includes reselling laundry machinery and equipment for cleaning and ironing clothes, textiles, linen, curtains, carpets and others, whether by steam or dry cleaning.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515936 → ISIC 51 (Division)
809025,Law Training Services,"Includes providing all the services required to train legal employees such as deputies, advocates and clerks. The aim is to promote their knowledge in legal domain through planning training program (training manual), specialized workshops, sessions by training individuals and units to pass law expertise and enlighten on law versions and international treaties and conventions. Concerned firms are not allowed to grant degrees. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809025 → ISIC 80 (Division)
809036,Learning Difficulties Center,"Includes providing training and teaching for children with learning difficulties through programs of attention, auditory, visual discrimination motor skills, learning skills of reading, writing and mathematics, including also, early identification, diagnosing and perceptual tests. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809036 → ISIC 80 (Division)
741102,Legal Consultants,"Includes offices and firms which offer consultancies and prepare legal studies of the lawsuits and the legal questions submitted thereto. However, they are not entitled to assume the defense before courts in this regard.",Service,Legal services,741,Specialized design activities,Group,High,3,Professional / technical services,Enhanced Due Diligence (EDD),VH02; H05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 741102 → ISIC 741 (Group)
7499-27,Legal Translation,"Includes specialized offices engaged in providing written translation to documents and texts with contents of general nature or to texts of specific and professional nature, like commercial contracts, legal, commercial, technical and scientific texts. It also includes instant and simultaneous translations provided by specialized translators in meetings, seminars or conferences.",Service,translation group,7499,"All other professional, scientific and technical activities n.e.c.",Class,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 7499-27 → ISIC 7499 (Class)
6601-01,Life Insurance,Includes firms which execute all insurance operations related to human life and covering any danger to life.,Service,Insurance,66,Activities auxiliary to financial service and insurance activities,Division,High,3,Financial / insurance,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6601-01 → ISIC 66 (Division)
519015,Life Saving Equipment Trading,"Includes reselling equipment for marine life saving such as life jackets, lifebuoys and boats, also the devices that ignite light, smoke and flare signals used to indicate the position of the distressed lifebuoys in day or night in order to enable rescuing.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 519015 → ISIC 51 (Division)
